"key","dogstatsd_relevant","reason"
"container_image.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"container_image.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"container_image.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"container_image.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"container_image.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"container_image.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"container_image.use_compression","false","prefix indicates non-DSD subsystem"
"container_image.use_v2_api","false","prefix indicates non-DSD subsystem"
"container_image.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"container_include","true","container filtering may affect metric sources"
"container_include_logs","false","logs-only inclusion, not DogStatsD"
"container_include_metrics","true","directly includes metrics collection"
"container_labels_as_tags","true","container label tags enrich DogStatsD metrics"
"container_lifecycle.additional_endpoints","false","prefix indicates non-DSD subsystem"
"container_lifecycle.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"container_lifecycle.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"container_lifecycle.batch_max_size","false","prefix indicates non-DSD subsystem"
"container_lifecycle.batch_wait","false","prefix indicates non-DSD subsystem"
"container_lifecycle.compression_kind","false","prefix indicates non-DSD subsystem"
"container_lifecycle.compression_level","false","prefix indicates non-DSD subsystem"
"container_lifecycle.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"container_lifecycle.dd_url","false","prefix indicates non-DSD subsystem"
"container_lifecycle.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"container_lifecycle.enabled","false","prefix indicates non-DSD subsystem"
"container_lifecycle.input_chan_size","false","prefix indicates non-DSD subsystem"
"container_lifecycle.logs_dd_url","false","prefix indicates non-DSD subsystem"
"container_lifecycle.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"container_lifecycle.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"container_lifecycle.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"container_lifecycle.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"container_lifecycle.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"container_lifecycle.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"container_lifecycle.use_compression","false","prefix indicates non-DSD subsystem"
"container_lifecycle.use_v2_api","false","prefix indicates non-DSD subsystem"
"container_lifecycle.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"container_pid_mapper","true","PID mapping used for origin detection"
"container_proc_root","true","used in saluki cgroups for container enrichment"
"containerd_exclude_namespaces","false","prefix indicates non-DSD subsystem"
"containerd_namespace","false","prefix indicates non-DSD subsystem"
"containerd_namespaces","false","prefix indicates non-DSD subsystem"
"convert_dd_site_fqdn.enabled","false","site FQDN conversion, not DogStatsD specific"
"core_agent.enabled","false","controls core agent process, not DogStatsD"
"counter_expiry_seconds","true","directly controls DogStatsD counter aggregation"
"cri_connection_timeout","true","CRI timeout affects container enrichment"
"cri_query_timeout","true","CRI query timeout affects container enrichment"
"cri_socket_path","true","used in saluki for containerd socket detection"
"csi.driver","false","CSI driver config, not DogStatsD"
"csi.enabled","false","CSI feature toggle, not DogStatsD"
"data_observability.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"data_observability.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"data_observability.query_actions.enabled","false","prefix indicates non-DSD subsystem"
"data_plane.api_listen_address","true","ADP API address, infra for DogStatsD"
"data_plane.dogstatsd.enabled","true","directly enables DogStatsD in data plane"
"data_plane.enabled","true","enables data plane which runs DogStatsD"
"data_plane.otlp.enabled","false","OTLP pipeline toggle, not DogStatsD"
"data_plane.otlp.proxy.enabled","false","OTLP proxy toggle, not DogStatsD"
"data_plane.otlp.proxy.logs.enabled","false","OTLP proxy logs toggle, not DogStatsD"
"data_plane.otlp.proxy.metrics.enabled","false","OTLP proxy metrics, not DogStatsD"
"data_plane.otlp.proxy.receiver.protocols.grpc.endpoint","false","OTLP gRPC endpoint, not DogStatsD"
"data_plane.otlp.proxy.traces.enabled","false","OTLP proxy traces, not DogStatsD"
"data_plane.remote_agent_enabled","true","remote agent registration affects DogStatsD infra"
"data_plane.secure_api_listen_address","true","secure API addr, ADP infra for DogStatsD"
"data_plane.standalone_mode","true","standalone mode changes DogStatsD operation"
"data_plane.telemetry_enabled","false","telemetry toggle, not DogStatsD pipeline"
"data_plane.telemetry_listen_addr","false","telemetry listen addr, not DogStatsD"
"data_plane.use_new_config_stream_endpoint","true","config stream affects DogStatsD config delivery"
"data_streams.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"data_streams.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.additional_endpoints","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.batch_max_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.batch_wait","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.compression_kind","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.compression_level","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.dd_url","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.input_chan_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.logs_dd_url","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.use_compression","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.use_v2_api","false","prefix indicates non-DSD subsystem"
"database_monitoring.activity.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.aurora.dbm_tag","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.aurora.discovery_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.aurora.enabled","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.aurora.global_view_db_tag","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.aurora.query_timeout","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.aurora.region","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.aurora.tags","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.rds.dbm_tag","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.rds.discovery_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.rds.enabled","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.rds.global_view_db_tag","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.rds.query_timeout","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.rds.region","false","prefix indicates non-DSD subsystem"
"database_monitoring.autodiscovery.rds.tags","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.additional_endpoints","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.batch_max_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.batch_wait","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.compression_kind","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.compression_level","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.dd_url","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.input_chan_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.logs_dd_url","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.use_compression","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.use_v2_api","false","prefix indicates non-DSD subsystem"
"database_monitoring.metrics.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.additional_endpoints","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.batch_max_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.batch_wait","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.compression_kind","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.compression_level","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.dd_url","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.input_chan_size","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.logs_dd_url","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.use_compression","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.use_v2_api","false","prefix indicates non-DSD subsystem"
"database_monitoring.samples.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"datadog.agent.running","false","agent status flag, not DogStatsD"
"dd_url","true","primary endpoint URL for metric forwarding"
"default_integration_http_timeout","false","integration check HTTP timeout, not DogStatsD"
"delegated_auth.aws.region","false","prefix indicates non-DSD subsystem"
"delegated_auth.org_uuid","false","prefix indicates non-DSD subsystem"
"delegated_auth.provider","false","prefix indicates non-DSD subsystem"
"delegated_auth.refresh_interval_mins","false","prefix indicates non-DSD subsystem"
"dev_mode_no_ssl","true","disables SSL for forwarding, affects DogStatsD"
"disable_cluster_name_tag_key","true","affects cluster_name tag on DogStatsD metrics"
"disable_file_logging","false","logging config, not DogStatsD pipeline"
"disable_py3_validation","false","Python 3 check validation, not DogStatsD"
"disable_unsafe_yaml","false","YAML parser safety, not DogStatsD-specific"
"discovery.cpu_usage_update_delay","false","prefix indicates non-DSD subsystem"
"discovery.enabled","false","prefix indicates non-DSD subsystem"
"discovery.service_collection_interval","false","prefix indicates non-DSD subsystem"
"discovery.use_system_probe_lite","false","prefix indicates non-DSD subsystem"
"disk_check.use_core_loader","false","Disk check loader config, not DogStatsD"
"djm_config.enabled","false","Database job monitoring, not DogStatsD"
"docker_env_as_tags","false","prefix indicates non-DSD subsystem"
"docker_labels_as_tags","false","prefix indicates non-DSD subsystem"
"docker_query_timeout","false","prefix indicates non-DSD subsystem"
"dogstatsd_allow_context_heap_allocs","true","Controls DogStatsD context heap allocation"
"dogstatsd_buffer_count","true","Controls DogStatsD receive buffer count"
"dogstatsd_buffer_size","true","Controls DogStatsD receive buffer size"
"dogstatsd_cached_contexts_limit","true","Limits cached DogStatsD metric contexts"
"dogstatsd_cached_tagsets_limit","true","Limits cached DogStatsD tagsets"
"dogstatsd_capture_depth","true","DogStatsD traffic capture depth"
"dogstatsd_capture_path","true","DogStatsD traffic capture file path"
"dogstatsd_context_expiry_seconds","true","DogStatsD metric context expiry time"
"dogstatsd_disable_verbose_logs","true","Controls DogStatsD verbose logging"
"dogstatsd_entity_id_precedence","true","DogStatsD origin detection entity ID precedence"
"dogstatsd_eol_required","true","DogStatsD parser end-of-line requirement"
"dogstatsd_experimental_http.enabled","true","Enables DogStatsD HTTP listener"
"dogstatsd_experimental_http.listen_address","true","DogStatsD HTTP listener bind address"
"dogstatsd_expiry_seconds","true","DogStatsD metric expiry seconds"
"dogstatsd_flush_incomplete_buckets","true","DogStatsD aggregation incomplete bucket flush"
"dogstatsd_host_socket_path","true","DogStatsD host UDS socket path"
"dogstatsd_log_file","true","DogStatsD dedicated log file path"
"dogstatsd_log_file_max_rolls","true","DogStatsD log file max roll count"
"dogstatsd_log_file_max_size","true","DogStatsD log file max size"
"dogstatsd_logging_enabled","true","Enables DogStatsD metric logging"
"dogstatsd_mapper_cache_size","true","DogStatsD mapper cache size"
"dogstatsd_mapper_profiles","true","DogStatsD metric mapping profile definitions"
"dogstatsd_mapper_profiles.mappings","true","DogStatsD mapper mapping rules"
"dogstatsd_mapper_profiles.mappings.match_type","true","DogStatsD mapper match type (regex/wildcard)"
"dogstatsd_mapper_profiles.mappings.name","true","DogStatsD mapper output metric name"
"dogstatsd_mapper_profiles.mappings.tags","true","DogStatsD mapper output tags"
"dogstatsd_mapper_profiles.mappings.tags.task_name","true","DogStatsD mapper tag extraction rule"
"dogstatsd_mapper_profiles.mappings.tags.task_type","true","DogStatsD mapper tag extraction rule"
"dogstatsd_mapper_profiles.mappings.tags.worker_name","true","DogStatsD mapper tag extraction rule"
"dogstatsd_mapper_profiles.mappings.tags.worker_type","true","DogStatsD mapper tag extraction rule"
"dogstatsd_mapper_profiles.prefix","true","DogStatsD mapper profile prefix match"
"dogstatsd_mapper_string_interner_size","true","DogStatsD mapper string interner capacity"
"dogstatsd_mem_based_rate_limiter.","true","DogStatsD memory-based rate limiter config"
"dogstatsd_mem_based_rate_limiter.enabled","true","Enables DogStatsD memory rate limiter"
"dogstatsd_mem_based_rate_limiter.go_gc","true","DogStatsD rate limiter GC trigger setting"
"dogstatsd_mem_based_rate_limiter.high_soft_limit","true","DogStatsD rate limiter memory soft limit"
"dogstatsd_mem_based_rate_limiter.low_soft_limit","true","DSD rate limiter memory soft limit threshold"
"dogstatsd_mem_based_rate_limiter.memory_ballast","true","DSD rate limiter memory ballast setting"
"dogstatsd_mem_based_rate_limiter.rate_check.factor","true","DSD rate limiter rate check scaling factor"
"dogstatsd_mem_based_rate_limiter.rate_check.max","true","DSD rate limiter max rate check interval"
"dogstatsd_mem_based_rate_limiter.rate_check.min","true","DSD rate limiter min rate check interval"
"dogstatsd_mem_based_rate_limiter.soft_limit_freeos_check.factor","true","DSD rate limiter free OS check factor"
"dogstatsd_mem_based_rate_limiter.soft_limit_freeos_check.max","true","DSD rate limiter free OS check max"
"dogstatsd_mem_based_rate_limiter.soft_limit_freeos_check.min","true","DSD rate limiter free OS check min"
"dogstatsd_metrics_stats_enable","true","Enables DSD per-metric debug stats tracking"
"dogstatsd_minimum_sample_rate","true","Floor for DSD metric sample rates in parsing"
"dogstatsd_no_aggregation_pipeline","true","Enables no-agg pipeline for timestamped metrics"
"dogstatsd_no_aggregation_pipeline_batch_size","true","Batch size for no-aggregation pipeline"
"dogstatsd_non_local_traffic","true","Controls DSD UDP listen on all interfaces"
"dogstatsd_origin_detection","true","Enables origin detection for container tags"
"dogstatsd_origin_detection_client","true","Controls client-side origin detection behavior"
"dogstatsd_origin_optout_enabled","true","Allows clients to opt out of origin enrichment"
"dogstatsd_packet_buffer_flush_timeout","true","Timeout for flushing DSD packet buffers"
"dogstatsd_packet_buffer_size","true","Size of DSD packet read buffers"
"dogstatsd_permissive_decoding","true","Relaxes DSD decoder strictness for compat"
"dogstatsd_pipe_name","true","Windows named pipe path for DSD listener"
"dogstatsd_pipeline_autoadjust","true","Auto-adjusts DSD pipeline worker count"
"dogstatsd_pipeline_count","true","Number of parallel DSD processing pipelines"
"dogstatsd_port","true","UDP port DSD listens on (default 8125)"
"dogstatsd_queue_size","true","Queue size between DSD packet reader and workers"
"dogstatsd_so_rcvbuf","true","Socket receive buffer size for DSD UDP socket"
"dogstatsd_socket","true","Unix datagram socket path for DSD listener"
"dogstatsd_stats_buffer","true","Buffer size for DSD internal stats collection"
"dogstatsd_stats_enable","true","Enables DSD internal stats endpoint"
"dogstatsd_stats_port","true","Port for DSD internal stats endpoint"
"dogstatsd_stream_log_too_big","true","Logs when DSD stream messages exceed size limit"
"dogstatsd_stream_socket","true","Unix stream socket path for DSD listener"
"dogstatsd_string_interner_size","true","Memory size for DSD context string interning"
"dogstatsd_tag_cardinality","true","Default tag cardinality for origin enrichment"
"dogstatsd_tags","true","Additional tags added to all DSD metrics"
"dogstatsd_tags.mappings","true","Tag mapping rules applied to DSD metrics"
"dogstatsd_tcp_port","true","TCP port for DSD listener (Saluki-specific)"
"dogstatsd_telemetry_enabled_listener_id","true","Enables per-listener telemetry in DSD"
"dogstatsd_windows_pipe_security_descriptor","true","Security descriptor for DSD Windows named pipe"
"dogstatsd_workers_count","true","Number of DSD metric processing workers"
"dynamic_instrumentation.circuit_breaker.all_probes_cpu_limit","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.circuit_breaker.interrupt_overhead","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.circuit_breaker.interval","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.circuit_breaker.per_probe_cpu_limit","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.debug_info_disk_cache.dir","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.debug_info_disk_cache.enabled","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.debug_info_disk_cache.max_total_bytes","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.debug_info_disk_cache.required_disk_space_bytes","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.debug_info_disk_cache.required_disk_space_percent","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.diagnostics_output_file_path","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.enabled","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.offline_mode","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.probes_file_path","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.snapshot_output_file_path","false","prefix indicates non-DSD subsystem"
"dynamic_instrumentation.symdb_upload_enabled","false","prefix indicates non-DSD subsystem"
"ebpf_check.enabled","false","prefix indicates non-DSD subsystem"
"ebpf_check.entry_count.entries_for_iteration_restart_detection","false","prefix indicates non-DSD subsystem"
"ebpf_check.entry_count.max_keys_buffer_size_bytes","false","prefix indicates non-DSD subsystem"
"ebpf_check.entry_count.max_restarts","false","prefix indicates non-DSD subsystem"
"ebpf_check.entry_count.max_values_buffer_size_bytes","false","prefix indicates non-DSD subsystem"
"ebpf_check.kernel_bpf_stats","false","prefix indicates non-DSD subsystem"
"ec2_imdsv2_transition_payload_enabled","false","prefix indicates non-DSD subsystem"
"ec2_metadata_timeout","false","prefix indicates non-DSD subsystem"
"ec2_metadata_token_lifetime","false","prefix indicates non-DSD subsystem"
"ec2_prefer_imdsv2","false","prefix indicates non-DSD subsystem"
"ec2_prioritize_instance_id_as_hostname","false","prefix indicates non-DSD subsystem"
"ec2_use_dmi","false","prefix indicates non-DSD subsystem"
"ec2_use_windows_prefix_detection","false","prefix indicates non-DSD subsystem"
"ecs_agent_container_name","false","prefix indicates non-DSD subsystem"
"ecs_agent_url","false","prefix indicates non-DSD subsystem"
"ecs_collect_resource_tags_ec2","false","prefix indicates non-DSD subsystem"
"ecs_deployment_mode","false","prefix indicates non-DSD subsystem"
"ecs_metadata_retry_initial_interval","false","prefix indicates non-DSD subsystem"
"ecs_metadata_retry_max_elapsed_time","false","prefix indicates non-DSD subsystem"
"ecs_metadata_retry_timeout_factor","false","prefix indicates non-DSD subsystem"
"ecs_metadata_timeout","false","prefix indicates non-DSD subsystem"
"ecs_resource_tags_replace_colon","false","prefix indicates non-DSD subsystem"
"ecs_task_cache_ttl","false","prefix indicates non-DSD subsystem"
"ecs_task_collection_burst","false","prefix indicates non-DSD subsystem"
"ecs_task_collection_enabled","false","prefix indicates non-DSD subsystem"
"ecs_task_collection_rate","false","prefix indicates non-DSD subsystem"
"eks_fargate","false","EKS Fargate flag, not DSD-specific infra config"
"enable_cluster_agent_metadata_collection","false","cluster agent metadata, not DogStatsD"
"enable_global_limiter","true","global memory limiter affects all components"
"enable_gohai","false","prefix indicates non-DSD subsystem"
"enable_json_stream_shared_compressor_buffers","false","JSON stream compressor, not DogStatsD path"
"enable_metadata_collection","false","prefix indicates non-DSD subsystem"
"enable_payloads.events","false","prefix indicates non-DSD subsystem"
"enable_payloads.json_to_v1_intake","false","prefix indicates non-DSD subsystem"
"enable_payloads.series","false","prefix indicates non-DSD subsystem"
"enable_payloads.service_checks","false","prefix indicates non-DSD subsystem"
"enable_payloads.sketches","false","prefix indicates non-DSD subsystem"
"enable_payloads_events","true","controls DogStatsD event payload sending"
"enable_payloads_series","true","controls DogStatsD series payload sending"
"enable_payloads_service_checks","true","controls DogStatsD service check payloads"
"enable_payloads_sketches","true","controls DogStatsD sketch payload sending"
"enable_signing_metadata_collection","false","signing metadata collection, not DogStatsD"
"enabled_rfc1123_compliant_cluster_name_tag","false","cluster name tag formatting, not DogStatsD"
"enhanced_metrics","false","enhanced internal metrics, not DogStatsD"
"entity_id","false","general entity ID config, not DogStatsD specific"
"env","true","environment tag used in metric enrichment"
"event_management.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"event_management.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.capabilities_monitoring.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.capabilities_monitoring.period","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.custom_sensitive_regexps","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.custom_sensitive_words","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.dentry_cache_size","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.dns_resolution.cache_size","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.dns_resolution.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.enable_all_probes","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.enable_approvers","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.enable_discarders","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.enable_kernel_filters","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.env_vars_resolution.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.envs_with_value","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.erpc_dentry_resolution_enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.event_stream.buffer_size","false","prefix indicates non-DSD subsystem"
